Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/http_trigger,2798,0,4800.0,4519.766216736954,667.8993330000003,13051.775958000007,147.0,15.582304437711635,0.0,4800,5300,5600,5800,6400,7300,8200,9100,12000,13000,13000
,Aggregated,2798,0,4800.0,4519.766216736954,667.8993330000003,13051.775958000007,147.0,15.582304437711635,0.0,4800,5300,5600,5800,6400,7300,8200,9100,12000,13000,13000
