Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,85,0,12000.0,12861.648966599996,1127.261334,25572.172917000004,137.0,1.4394704495782082,0.0,12000,18000,20000,23000,24000,24000,25000,26000,26000,26000,26000
,Aggregated,85,0,12000.0,12861.648966599996,1127.261334,25572.172917000004,137.0,1.4394704495782082,0.0,12000,18000,20000,23000,24000,24000,25000,26000,26000,26000,26000
