Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,1266,0,11000.0,9704.331131343615,135.53929199999982,16417.74212499999,147.0,7.0525826898858615,0.0,11000,14000,14000,14000,14000,15000,15000,15000,16000,16000,16000
,Aggregated,1266,0,11000.0,9704.331131343615,135.53929199999982,16417.74212499999,147.0,7.0525826898858615,0.0,11000,14000,14000,14000,14000,15000,15000,15000,16000,16000,16000
